"","Genome","Final_Guess","Final_Best_Hit","Final_Best_Hit_Read_Numbers","Final_High_Confidence_Hits","Final_Low_Confidence_Hits","Initial_Guess","Initial_Best_Hit","Initial_Best_Hit_Read_Numbers","Initial_High_Confidence_Hits","Initial_Low_Confidence_Hits","filename","Aligned_Reads","Mapped_Genome"
"18","ti|909946|org|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._ST4/74",4.60642324711801e-06,3.94547355546349e-06,4,3.94547355546349e-06,0,0.0691320816703535,0.073789661360767,74809.4344807728,3.84683671657691e-05,0.912720206742814,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"19","ti|423368|org|Salmonella_enterica_subsp._enterica_serovar_Newport_str._SL254",4.38512975471394e-06,1.47955258329881e-05,15,1.47955258329881e-05,0,0.0217147074681139,0.0183335227919827,18586.8920769679,1.5781894221854e-05,0.304370598331065,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"20","ti|10847|org|Enterobacteria_phage_phiX174",4.28375339241911e-06,3.25501568325738e-05,33,3.25501568325738e-05,0,4.22657185425082e-06,1.49927995107613e-05,15.2,5.91821033319524e-06,1.47955258329881e-05,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"21","ti|536056|org|Escherichia_coli_DH1",3.98350954293186e-06,0.000299855990215226,304,0.00029886962182636,9.86368388865874e-07,1.0820832579251e-05,1.94019452401854e-05,19.6700801234047,0,0.000301828726992957,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"22","ti|220341|org|Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18",1.85814507359341e-06,3.55092619991715e-05,36,3.55092619991715e-05,0,0.0101129557297549,0.00726858241109415,7369.03422001547,1.87409993884516e-05,0.154980173995384,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"23","ti|295319|org|Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._ATCC",9.92913135842347e-07,2.56455781105127e-05,26,2.56455781105127e-05,0,0.0109657842268944,0.00810535117954449,8217.36713284579,1.5781894221854e-05,0.163025980943363,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"24","ti|321314|org|Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str.",9.03275405017608e-07,6.90457872206112e-06,7,6.90457872206112e-06,0,0.0165983809782705,0.0132576884883937,13440.9097433033,1.38091574441222e-05,0.237890355289894,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"25","ti|936157|org|Salmonella_enterica_subsp._enterica_serovar_Weltevreden_str.",8.92445065480076e-07,2.56455781105127e-05,26,2.56455781105127e-05,0,0.0152202963656503,0.0117854237513205,11948.2983075638,5.22775246098913e-05,0.21374109802529,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"26","ti|1037911|org|Pseudomonas_fluorescens_A506",8.90701250429016e-07,6.90457872206112e-06,7,6.90457872206112e-06,0,8.90418574706343e-07,3.00390291911284e-06,3.04541685745498,2.95910516659762e-06,0,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"27","ti|28901|org|Salmonella_enterica",6.95425207415985e-07,2.66319464993786e-05,27,2.66319464993786e-05,0,0.00110368146525144,0.00113661139562743,1152.31936511501,2.26864729439151e-05,0.0159130812175731,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"28","ti|108619|org|Salmonella_enterica_subsp._enterica_serovar_Newport",5.10916152023651e-07,3.94547355546349e-06,4,3.94547355546349e-06,0,4.48671374135719e-05,5.86458347854588e-05,59.4563202221938,3.94547355546349e-06,0.00120928764474956,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"29","ti|41514|org|Salmonella_enterica_subsp._arizonae_serovar_62:z4,z23:-",4.37619480725008e-07,0.000205164624884102,208,0.000205164624884102,0,0.000528476165732502,0.000844011350718109,855.675587585034,0.000218973782328224,0.0141376181176146,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"30","ti|218493|org|Salmonella_bongori_NCTC_12419",2.6911205661058e-07,0.000150914363496479,153,0.000149927995107613,9.86368388865874e-07,0.000132480174093572,0.000452141556039976,458.390152344449,0.00020319188810637,0.00569035923536722,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"31","ti|98360|org|Salmonella_enterica_subsp._enterica_serovar_Dublin",1.26689440275889e-07,2.95910516659762e-06,3,2.95910516659762e-06,0,0.000431481801092691,0.000442677790537884,448.795597603118,6.90457872206112e-06,0.00679114635734154,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"32","ti|766762|org|Salmonella_enterica_subsp._enterica_serovar_Montevideo_str.",6.79970599765569e-08,3.94547355546349e-06,4,3.94547355546349e-06,0,2.28033063893003e-05,1.94630139917365e-05,19.7319928451023,0,0.000400465565879545,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"33","ti|1132507|org|Salmonella_enterica_subsp._enterica_serovar_Typhi_str._P-stx-12",5.31763649483873e-08,2.95910516659762e-06,3,2.95910516659762e-06,0,0.010074614976346,0.00723873537128425,7338.7746941154,3.94547355546349e-06,0.154986092205717,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"34","ti|550538|org|Salmonella_enterica_subsp._enterica_serovar_Gallinarum_str._287/91",3.79707752313266e-08,4.93184194432937e-06,5,4.93184194432937e-06,0,0.016421145257586,0.0127766270976126,12953.2000841016,1.18364206663905e-05,0.241499477224754,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"35","ti|129861|org|Phage_Gifsy-1",3.54973904922724e-08,9.86368388865874e-07,1,9.86368388865874e-07,0,6.26194831188889e-05,6.57221605423346e-05,66.6304408010297,3.94547355546349e-06,0.000731885344538478,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"36","ti|454166|org|Salmonella_enterica_subsp._enterica_serovar_Agona_str._SL483",3.47312883652975e-08,1.38091574441222e-05,14,1.38091574441222e-05,0,0.0142632367927351,0.0110544935023277,11207.2666025299,3.25501568325738e-05,0.203110019530094,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"37","ti|398578|org|Delftia_acidovorans_SPH-1",2.68883088263256e-08,1.97273677773175e-06,2,1.97273677773175e-06,0,2.49509030451652e-08,1.97796214768626e-06,2.00529758456728,1.97273677773175e-06,0,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"38","ti|0|org|Unknown.",2.65834626615145e-08,9.86368388865874e-07,1,9.86368388865874e-07,0,1.69542277350339e-05,1.66361900761083e-05,16.8661022229601,3.94547355546349e-06,0.000245605728827603,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"39","ti|550|org|Enterobacter_cloacae",2.43916680435101e-08,8.87731549979286e-06,9,8.87731549979286e-06,0,1.66229741251515e-06,8.86229563688164e-06,8.98477256258335,1.97273677773175e-06,1.87409993884516e-05,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"40","ti|956149|org|Cronobacter_sakazakii_SP291",2.13010313547194e-08,2.17001045550492e-05,22,2.17001045550492e-05,0,6.26916415764208e-06,2.44980565813046e-05,24.8366197232583,4.93184194432937e-06,0.000349174409658519,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"41","ti|1160717|org|Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._B182",1.80709965578438e-08,9.86368388865874e-06,10,9.86368388865874e-06,0,0.0263902425498874,0.023714134774008,24041.8641165848,1.47955258329881e-05,0.37686571580754,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"42","ti|858313|org|Salmonella_enterica_subsp._enterica_serovar_Montevideo_str._414877",1.11217051193378e-08,9.86368388865874e-07,1,9.86368388865874e-07,0,1.70463626526669e-05,1.43348896623803e-05,14.5329978375144,0,0.000383697303268825,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"43","ti|1125630|org|Klebsiella_pneumoniae_subsp._pneumoniae_HS11286",1.04488641986803e-08,2.56455781105127e-05,26,2.56455781105127e-05,0,5.8703819810156e-06,2.0479202948204e-05,20.7622255329482,2.95910516659762e-06,0.00021502830877276,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"44","ti|405955|org|Escherichia_coli_APEC_O1",4.81253053798965e-09,2.3672841332781e-05,24,2.3672841332781e-05,0,9.21670744576926e-06,2.10585786679947e-05,21.3496082251864,0,0.000386656408435422,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"45","ti|568095|org|Salmonella_enterica_subsp._enterica_serovar_Hartford",4.67095483838535e-09,9.86368388865874e-07,1,9.86368388865874e-07,0,1.83688431059799e-05,2.03103099549373e-05,20.5909984385145,9.86368388865874e-07,0.000416247460101399,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"46","ti|1166130|org|Enterobacter_sp._R4-368",2.95658754155315e-09,7.89094711092699e-06,8,7.89094711092699e-06,0,5.40269632985371e-06,3.55665548156996e-05,36.0580846032525,2.07137361661833e-05,0.0001242824169971,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"47","ti|562|org|Escherichia_coli",2.31586990519711e-09,3.1563788443708e-05,32,3.1563788443708e-05,0,9.45371093821587e-06,7.51807357278693e-05,76.2197334956285,4.63593142766961e-05,0.000366929040658105,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"48","ti|290338|org|Citrobacter_koseri_ATCC_BAA-895",1.60243049282322e-09,1.77546309995857e-05,18,1.67682626107199e-05,9.86368388865874e-07,1.54286662267651e-05,0.000173459827467433,175.857042283033,0.000101595944053185,0.00101004123019865,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"49","ti|548|org|Enterobacter_aerogenes",1.26371450240522e-09,4.93184194432937e-06,5,4.93184194432937e-06,0,4.17872358045336e-07,9.10828882603664e-06,9.23416537761247,4.93184194432937e-06,2.3672841332781e-05,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"50","ti|640131|org|Klebsiella_variicola_At-22",1.0368471786172e-09,2.95910516659762e-06,3,2.95910516659762e-06,0,3.05331135632886e-06,2.3309826950197e-05,23.6319687586487,3.94547355546349e-06,0.000184450888717918,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"51","ti|77133|org|uncultured_bacterium",9.12953024373002e-10,1.08500522775246e-05,11,1.08500522775246e-05,0,1.02545847488912e-05,2.64644762411267e-05,26.8302153027791,4.93184194432937e-06,0.000322542463159141,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"52","ti|90370|org|Salmonella_enterica_subsp._enterica_serovar_Typhi",3.73033817630098e-10,9.86368388865874e-07,1,9.86368388865874e-07,0,0.000164130689977554,0.000202995579076944,205.800977979788,2.26864729439151e-05,0.00397407823874061,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"53","ti|1005996|org|Raoultella_planticola_ATCC_33531",1.37102836973704e-10,9.86368388865874e-07,1,9.86368388865874e-07,0,3.77238216256987e-08,2.11691765312078e-06,2.14617345508691,1.97273677773175e-06,1.97273677773175e-06,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"54","ti|57045|org|Salmonella_enterica_subsp._enterica_serovar_Paratyphi_B",4.3807707261275e-12,1.97273677773175e-06,2,1.97273677773175e-06,0,8.48079321969756e-05,0.00011200689434276,113.554829622577,9.86368388865874e-07,0.00247085281410901,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"55","ti|1193292|org|Klebsiella_pneumoniae_subsp._pneumoniae_1084",2.01319561532482e-12,9.86368388865874e-07,1,9.86368388865874e-07,0,3.66756987541383e-06,1.50030672484927e-05,15.2104096378669,1.97273677773175e-06,0.000201219151328638,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"56","ti|546|org|Citrobacter_freundii",3.48589728848133e-14,9.86368388865874e-07,1,9.86368388865874e-07,0,7.261259143208e-06,1.33571746462309e-05,13.5417707998418,0,0.000166696257718333,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"57","ti|1027360|org|Edwardsiella_ictaluri_ATCC_33202",3.1139585152387e-15,9.86368388865874e-07,1,9.86368388865874e-07,0,3.48714439317868e-07,1.51174244109946e-06,1.53263472163546,9.86368388865874e-07,2.95910516659762e-06,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"58","ti|1286170|org|Raoultella_ornithinolytica_B6",1.74761746309099e-15,9.86368388865874e-07,1,9.86368388865874e-07,0,1.72042906902392e-06,3.26893549755596e-05,33.1411218613218,1.47955258329881e-05,0.000110473259552978,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"59","ti|561229|org|Dickeya_zeae_Ech1591",3.46993622399822e-16,9.86368388865874e-07,1,9.86368388865874e-07,0,7.26334115019166e-07,4.12923397811283e-06,4.18629999169035,1.97273677773175e-06,3.94547355546349e-06,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"60","ti|28141|org|Cronobacter_sakazakii",1.59255999634701e-16,9.86368388865874e-07,1,9.86368388865874e-07,0,4.14207055760355e-07,3.2936992144115e-06,3.33921813755467,9.86368388865874e-07,3.94547355546349e-06,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"61","ti|192955|org|Salmonella_enterica_subsp._enterica_serovar_Kentucky",3.82802812456372e-20,9.86368388865874e-07,1,9.86368388865874e-07,0,1.66684182370871e-05,1.57002905355679e-05,15.9172685507695,9.86368388865874e-07,0.000395533723935215,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"62","ti|522373|org|Stenotrophomonas_maltophilia_K279a",3.3217457371636e-21,1.97273677773175e-06,2,1.97273677773175e-06,0,1.8805697316874e-13,2.71221909960415e-08,0.0274970196756068,0,0,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"63","ti|331111|org|Escherichia_coli_E24377A",5.21698398085797e-28,9.86368388865874e-07,1,9.86368388865874e-07,0,1.24248368170671e-05,2.42786128627795e-05,24.6141432925431,0,0.000430056617545521,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"64","ti|234621|org|Rhodococcus_erythropolis_PR4",4.93505539582744e-28,9.86368388865874e-07,1,9.86368388865874e-07,0,4.93464766793512e-28,9.86368388865874e-07,1,9.86368388865874e-07,0,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"65","ti|871585|org|Acinetobacter_calcoaceticus_PHEA-2",2.66262335819846e-30,9.86368388865874e-07,1,9.86368388865874e-07,0,5.7718177735012e-14,1.01585349677369e-06,1.0298925920991,9.86368388865874e-07,0,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"66","ti|9606|org|Homo_sapiens",1.94723036380468e-32,1.97273677773175e-06,2,1.97273677773175e-06,0,4.09647009937478e-13,2.69364797113695e-08,0.0273087418609807,0,0,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"67","ti|585056|org|Escherichia_coli_UMN026",3.20542574223025e-33,9.86368388865874e-07,1,9.86368388865874e-07,0,1.76140738710374e-05,3.32741582928496e-05,33.7340071604568,4.93184194432937e-06,0.000343256199325324,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"68","ti|40559|org|Botryotinia_fuckeliana",4.8368589848584e-34,9.86368388865874e-07,1,9.86368388865874e-07,0,5.8743520248372e-32,9.86368388865874e-07,1,9.86368388865874e-07,0,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"69","ti|661410|org|Methylobacterium_extorquens_DM4",1.99302230662889e-34,9.86368388865874e-07,1,9.86368388865874e-07,0,7.88265869981199e-20,9.87639482150495e-07,1.00128865979381,0,9.86368388865874e-07,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"70","ti|742013|org|Delftia_sp._Cs1-4",8.39936202010653e-36,9.86368388865874e-07,1,9.86368388865874e-07,0,1.9374210884177e-09,9.91593758820386e-07,1.00529758456728,9.86368388865874e-07,0,"../../bioinf/genome_purity/SRR1555296/SRR1555296-sam-report.tsv","1013820","22414"
"71","ti|216597|org|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._SL1344",0.957618855736028,0.954053713165412,862310,0.954052606772453,1.10639295980032e-06,0.0916448210445764,0.0916297017118928,82818.4063358737,0.0189790648324147,0.894160236679582,"../../bioinf/genome_purity/SRR1555297/SRR1555297-sam-report.tsv","903838","27037"
"72","ti|99287|org|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2",0.036995214280775,0.036779821162642,33243,0.0367776083767224,2.21278591960064e-06,0.0802864356387126,0.088104267303509,79631.9847510689,0.00783215576242645,0.945099674941748,"../../bioinf/genome_purity/SRR1555297/SRR1555297-sam-report.tsv","903838","27037"
"73","ti|1081093|org|Salmonella_enterica_subsp._enterica_serovar_Gallinarum/pullorum",0.0028017327052755,0.00530736702816213,4797,0.00530515424224253,2.21278591960064e-06,0.0223149178367574,0.0183692918335724,16602.8639922724,0.00391773747065293,0.271733430105838,"../../bioinf/genome_purity/SRR1555297/SRR1555297-sam-report.tsv","903838","27037"
"74","ti|718274|org|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str.",0.000903735926682225,0.000666048561799792,602,0.00066051659700079,5.53196479900159e-06,0.0736647433417697,0.0796400358444945,71981.6907176162,0.0003463009964175,0.939575454893465,"../../bioinf/genome_purity/SRR1555297/SRR1555297-sam-report.tsv","903838","27037"
"75","ti|439851|org|Salmonella_enterica_subsp._enterica_serovar_Dublin_str._CT_02021853",0.000674752669760512,0.000988008913101684,893,0.000981370555342882,6.63835775880191e-06,0.0240056870796369,0.0200662654326425,18136.6532161087,0.00291423905611404,0.30546292587831,"../../bioinf/genome_purity/SRR1555297/SRR1555297-sam-report.tsv","903838","27037"
"76","ti|1171376|org|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._U288",0.00025154475298124,0.00017259730172885,156,0.000163746158050447,8.85114367840254e-06,0.0729275744130456,0.0793874674635433,71753.409817314,0.000107320117100631,0.9392745160084,"../../bioinf/genome_purity/SRR1555297/SRR1555297-sam-report.tsv","903838","27037"
"77","ti|605|org|Salmonella_enterica_subsp._enterica_serovar_Pullorum",0.000191864262330143,0.000257789559633474,233,0.000257789559633474,0,0.000802435369765736,0.000897347535035879,811.056801371759,0.000161533372130846,0.0093833186920665,"../../bioinf/genome_purity/SRR1555297/SRR1555297-sam-report.tsv","903838","27037"
"78","ti|990282|org|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._UK-1",0.000190365917950575,9.29370086232267e-05,84,8.29794719850239e-05,9.95753663820286e-06,0.0701501251750328,0.0729409978424723,65926.8456079444,0.000109532903020232,0.914910636640637,"../../bioinf/genome_purity/SRR1555297/SRR1555297-sam-report.tsv","903838","27037"
"79","ti|90371|org|Salmonella_enterica_subsp._enterica_serovar_Typhimurium",0.000150014270781944,0.00031310920762349,283,0.00031200281466369,1.10639295980032e-06,0.0143618001806548,0.0161101006359911,14560.9211386329,0.000462472257196533,0.202449996570182,"../../bioinf/genome_purity/SRR1555297/SRR1555297-sam-report.tsv","903838","27037"
"80","ti|568708|org|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._D23580",7.38643688958395e-05,3.54045747136102e-05,32,3.54045747136102e-05,0,0.0657557705199569,0.0683441809537237,61772.0678248517,4.64685043116134e-05,0.875565090204218,"../../bioinf/genome_purity/SRR1555297/SRR1555297-sam-report.tsv","903838","27037"
"81","ti|909946|org|Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._ST4/74",3.85757727217704e-05,2.65534310352076e-05,24,2.65534310352076e-05,0,0.0684330579622541,0.0715107378595991,64634.1222855444,7.96602931056229e-05,0.9099053148905,"../../bioinf/genome_purity/SRR1555297/SRR1555297-sam-report.tsv","903838","27037"
"82","ti|32630|org|synthetic_construct",2.22118648656435e-05,2.4340645115607e-05,22,2.4340645115607e-05,0,0.000108844484909706,0.000140023710549652,126.558750495776,1.10639295980032e-06,0.00130222451368497,"../../bioinf/genome_purity/SRR1555297/SRR1555297-sam-report.tsv","903838","27037"
"83","ti|454169|org|Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476",2.03200056108683e-05,5.64260409498162e-05,51,5.53196479900159e-05,1.10639295980032e-06,0.0271185867668142,0.0247325337850322,22354.203871196,4.97876831910143e-05,0.404561436894665,"../../bioinf/genome_purity/SRR1555297/SRR1555297-sam-report.tsv","903838","27037"
